id,sentence,difficulty,processed_sentence,sentence_length,avg_word_length,type_token_ratio,syntactic_complexity,pos_tags,PUNCT,ADV,CCONJ,X,AUX,DET,PRON,NUM,NOUN,INTJ,ADP,ADJ,VERB,PROPN,SCONJ
3374,Étais-tu en ville avec tes amis hier à treize heure ?,A2,étaistu en ville avec te ami hier à treize heure,11,3.909090909090909,1.0,0,"{'ADV': 2, 'PROPN': 1, 'VERB': 1, 'ADP': 3, 'NOUN': 4, 'NUM': 1, 'PUNCT': 1}",1,2,0,0,0,0,0,1,4,0,3,0,1,1,0
3375,"Et puis tu me connais, à force de sortir tous les soirs, je ne me repose pas beaucoup !",B1,et pouvoir tu me connaître à force de sortir tout le soir je ne me repose pas beaucoup,19,3.6315789473684212,0.9473684210526315,2,"{'CCONJ': 2, 'ADV': 4, 'PRON': 3, 'VERB': 3, 'PUNCT': 3, 'ADP': 2, 'NOUN': 2, 'ADJ': 1, 'DET': 1}",3,4,2,0,0,1,3,0,2,0,2,1,3,0,0
3376,"Je m'appelle Bob, je suis médecin et j'ai 35 ans.",A1,je mappelle bob je être médecin et jai 35 an,10,4.0,1.0,1,"{'PRON': 4, 'VERB': 2, 'NUM': 2, 'PUNCT': 2, 'AUX': 1, 'ADJ': 1, 'CCONJ': 1, 'NOUN': 1}",2,0,1,0,1,0,4,2,1,0,0,1,2,0,0
3377,Il était vraiment horrible !,A2,il être vraiment horrible,5,4.8,1.0,0,"{'PRON': 1, 'AUX': 1, 'ADV': 1, 'ADJ': 1, 'PUNCT': 1}",1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
3378,Les six hommes sont détenus dans la tristement célèbre prison d'Insein de Rangoun où de nombreux prisonniers politiques ont effectué de lourdes peines sous les dictatures précédentes,C1,le six homme être détenir dans le tristement célèbre prison dinsein de rangoun où de nombreux prisonnier politique avoir effectuer de lourde peine sou le dictature précédent,27,5.777777777777778,0.9259259259259259,0,"{'DET': 4, 'NUM': 1, 'NOUN': 7, 'AUX': 2, 'VERB': 2, 'ADP': 5, 'ADJ': 4, 'PROPN': 2, 'PRON': 1}",0,0,0,0,2,4,1,1,7,0,5,4,2,2,0
3379,On pourra se faire un cinéma ou un bowling à l'occasion si tu veux ?,A2,on pouvoir se faire un cinéma ou un bowling à loccasion si tu veux,15,3.6,0.9333333333333333,0,"{'PRON': 2, 'VERB': 2, 'DET': 4, 'NOUN': 3, 'CCONJ': 1, 'ADP': 1, 'SCONJ': 1, 'ADJ': 1, 'PUNCT': 1}",1,0,1,0,0,4,2,0,3,0,1,1,2,0,1
3380,"Le restaurant ""Bon appétit"" recherche des serveurs pour l'été.",A1,le restaurant bon appétit recherche de serveur pour lété,9,6.0,1.0,0,"{'DET': 2, 'NOUN': 5, 'PUNCT': 3, 'PROPN': 1, 'ADP': 2}",3,0,0,0,0,2,0,0,5,0,2,0,0,1,0
3381,"""Si j'étais parent d'un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon (Nil et Pocket Jeunesse), de jouer au Triolet (Editions Tilsit), qui est une sorte de Scrabble des nombres, deux nouveautés intéressantes",C2,si jétai parer dun collégien je luire conseiller de lire ce être le bizarre incident de chien pendant le nuit de mark haddon nil et pocket jeunesse de jouer au triolet edition tilsit qui être un sorte de scrabbl de nombre deux nouveauté intéressant,44,5.159090909090909,0.9318181818181818,5,"{'PUNCT': 10, 'SCONJ': 1, 'PRON': 4, 'AUX': 3, 'VERB': 4, 'ADP': 9, 'DET': 5, 'NOUN': 8, 'PROPN': 9, 'CCONJ': 1, 'NUM': 1, 'ADJ': 1}",10,0,1,0,3,5,4,1,8,0,9,1,4,9,1
3382,Et le roman peut alors être acheté par de nombreux lecteurs,B1,et le roman pouvoir alors être acheter par de nombreux lecteur,11,4.454545454545454,1.0,0,"{'CCONJ': 1, 'DET': 2, 'NOUN': 2, 'VERB': 2, 'ADV': 1, 'AUX': 1, 'ADP': 1, 'ADJ': 1}",0,1,1,0,1,2,0,0,2,0,1,1,2,0,0
3383,Il a dérivé pendant deux jours avant d'être secouru.,B2,il avoir dériver pendant deux jour avant dêtr secourir,9,4.888888888888889,1.0,0,"{'PRON': 1, 'AUX': 2, 'VERB': 1, 'ADP': 3, 'NUM': 1, 'NOUN': 1, 'ADJ': 1, 'PUNCT': 1}",1,0,0,0,2,0,1,1,1,0,3,1,1,0,0
3384,"Quand la météo indique un soleil avec des nuages, il y aura peu de soleil et il y aura souvent du vent",B1,quand le météo indique un soleil avec un nuage il y avoir peu de soleil et il y avoir souvent de vent,22,3.6818181818181817,0.8181818181818182,1,"{'SCONJ': 1, 'DET': 3, 'NOUN': 4, 'VERB': 3, 'ADP': 3, 'PUNCT': 1, 'PRON': 4, 'ADV': 3, 'CCONJ': 1}",1,3,1,0,0,3,4,0,4,0,3,0,3,0,1
3385,Le second s'appelle Yann et il a neuf ans,A1,le second sappelle yann et il avoir neuf an,9,3.6666666666666665,1.0,0,"{'DET': 1, 'ADJ': 1, 'PRON': 2, 'VERB': 3, 'PROPN': 1, 'CCONJ': 1, 'NOUN': 1}",0,0,1,0,0,1,2,0,1,0,0,1,3,1,0
3386,L'entrée du journaliste basque dans le monde audiovisuel n'avait donc rien d'évident.,B1,lentrer de journaliste basque dans le monde audiovisuel naver donc rien dévider,12,6.166666666666667,1.0,0,"{'DET': 2, 'NOUN': 4, 'ADP': 3, 'ADJ': 2, 'ADV': 2, 'VERB': 1, 'PRON': 1, 'PUNCT': 1}",1,2,0,0,0,2,1,0,4,0,3,2,1,0,0
3387,J'ai acheté une maison en lotissement comme la famille de Lucas,B1,jai acheter un maison en lotissement comme le famille de luca,11,4.818181818181818,1.0,0,"{'PRON': 1, 'AUX': 1, 'VERB': 1, 'DET': 2, 'NOUN': 3, 'ADP': 3, 'PROPN': 1}",0,0,0,0,1,2,1,0,3,0,3,0,1,1,0
3388,Je suis arrivé en retard à mon rendez-vous quotidien.,A2,je être arriver en retard à mon rendezvou quotidien,9,5.0,1.0,0,"{'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADP': 2, 'NOUN': 2, 'DET': 1, 'ADJ': 1, 'PUNCT': 1}",1,0,0,0,1,1,1,0,2,0,2,1,1,0,0
3389,"Le feu est donc le bienvenu à la tombée du jour, tant pour cuisiner que pour s'éclairer ou se réchauffer.",A2,le feu être donc le bienvenu à le tombée de jour tant pour cuisiner que pour séclairer ou se réchauffer,20,4.3,0.95,1,"{'DET': 3, 'NOUN': 4, 'VERB': 4, 'ADV': 2, 'ADP': 4, 'PUNCT': 2, 'SCONJ': 1, 'PRON': 2, 'CCONJ': 1}",2,2,1,0,0,3,2,0,4,0,4,0,4,0,1
3390,Ce rendez-vous des gourmands et des passionnés de chocolat a lieu tous les ans entre fin octobre et début novembre à Paris,B1,ce rendezvou de gourmand et un passionné de chocolat avoir lieu tout le an entrer fin octobre et début novembre à pari,22,4.590909090909091,0.9090909090909091,0,"{'DET': 3, 'NOUN': 10, 'ADP': 4, 'CCONJ': 2, 'VERB': 1, 'ADJ': 1, 'PROPN': 1}",0,0,2,0,0,3,0,0,10,0,4,1,1,1,0
3391,Alexandre a bu beaucoup de café et n'a pas beaucoup dormi cette semaine,A2,alexandre avoir boire beaucoup de café et na pas beaucoup dormir ce semaine,13,4.538461538461538,0.9230769230769231,0,"{'PROPN': 1, 'AUX': 1, 'PRON': 1, 'ADV': 4, 'ADP': 2, 'NOUN': 2, 'CCONJ': 1, 'VERB': 1, 'DET': 1}",0,4,1,0,1,1,1,0,2,0,2,0,1,1,0
3392,Si tu veux tu peux aussi m'appeler ; je suis chez moi vers 20 h 30.,A2,si tu veux tu peu aussi mappeler   je être chez moi vers 20 heure 30,16,3.25,0.9375,0,"{'SCONJ': 1, 'PRON': 4, 'ADJ': 1, 'ADP': 3, 'NOUN': 2, 'ADV': 1, 'VERB': 1, 'PUNCT': 2, 'AUX': 1, 'NUM': 2}",2,1,0,0,1,0,4,2,2,0,3,1,1,0,1
3393,"Nous brûlons de trouver une assiette ferme, et une dernière base constante pour y édifier une tour qui s'élève à l'infini, mais tout notre fondement craque, et la terre s'ouvre jusqu'aux abîmes.",C2,nous brûler de trouver un assiette ferme et un dernier base constant pour y édifier un tour qui sélève à linfini mais tout notre fondement craqu et le terre souvre jusqual abîme,32,5.09375,0.90625,3,"{'PRON': 5, 'VERB': 5, 'ADP': 5, 'DET': 6, 'NOUN': 7, 'ADJ': 4, 'PUNCT': 4, 'CCONJ': 3, 'ADV': 1}",4,1,3,0,0,6,5,0,7,0,5,4,5,0,0
3394,C'était une soirée comme les autres.,B1,céter un soirée comme le autre,6,5.166666666666667,1.0,0,"{'PRON': 1, 'AUX': 1, 'DET': 2, 'NOUN': 1, 'ADP': 1, 'ADJ': 1, 'PUNCT': 1}",1,0,0,0,1,2,1,0,1,0,1,1,0,0,0
3395,"Pour ces États qui croulent sous le poids d'une dette extérieure souvent insoutenable, les revenus sylvicoles en devises constituent une part importante de leur budget et de leur produit intérieur brut.",B2,pour ce état qui crouler sou le poids dun dette extérieur souvent insoutenable le revenu sylvicole en devise constituer un part important de son budget et de son produit intérieur brut,31,5.548387096774194,0.9354838709677419,1,"{'ADP': 6, 'DET': 7, 'NOUN': 7, 'PRON': 1, 'VERB': 2, 'ADJ': 7, 'ADV': 1, 'PUNCT': 2, 'CCONJ': 1}",2,1,1,0,0,7,1,0,7,0,6,7,2,0,0
3396,D'autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif,C2,dautre auteur avoir exploiter ce terrain comme erik orsenna et son chevalier de subjonctif,14,5.571428571428571,1.0,0,"{'DET': 3, 'ADJ': 1, 'NOUN': 4, 'AUX': 1, 'VERB': 1, 'ADP': 2, 'PROPN': 2, 'CCONJ': 1}",0,0,1,0,1,3,0,0,4,0,2,1,1,2,0
3397,Ce besoin se conjugue à un sentiment national en progression et une fierté d'être Français très largement partagée.,C1,ce besoin se conjuguer à un sentiment national en progression et un fierté dêtr français très largement partager,18,5.444444444444445,1.0,0,"{'DET': 3, 'NOUN': 5, 'PRON': 1, 'VERB': 2, 'ADP': 3, 'ADJ': 1, 'CCONJ': 1, 'AUX': 1, 'ADV': 2, 'PUNCT': 1}",1,2,1,0,1,3,1,0,5,0,3,1,2,0,0
3398,Ça te dérange si je fume?,A1,cela te déranger si je fumer,6,3.3333333333333335,1.0,0,"{'PRON': 2, 'VERB': 2, 'SCONJ': 1, 'ADV': 1, 'PUNCT': 1}",1,1,0,0,0,0,2,0,0,0,0,0,2,0,1
3399,Je compte sur vous ainsi que sur vous tous !,B1,je compte sur vous ainsi que sur vous tout,10,3.5,0.8,0,"{'PRON': 3, 'VERB': 1, 'ADP': 2, 'ADV': 1, 'SCONJ': 1, 'ADJ': 1, 'PUNCT': 1}",1,1,0,0,0,0,3,0,0,0,2,1,1,0,1
3400,"Outre les économies substantielles que permet une telle collaboration, les entreprises bénéficient désormais de jeunes formés à leurs besoins spécifiques.",B2,outre le économie substantiel que permettre un tel collaboration le entreprise bénéficier désormais de jeune former à leur besoin spécifique,20,6.75,0.95,1,"{'ADP': 2, 'DET': 5, 'NOUN': 4, 'ADJ': 4, 'PRON': 1, 'VERB': 3, 'PUNCT': 2, 'ADV': 1}",2,1,0,0,0,5,1,0,4,0,2,4,3,0,0
3401,On se revoit après que vous passez votre entretien dans l'entreprise.,B1,on se revoir après que vous passer votre entretien dans lentreprise,11,5.363636363636363,1.0,0,"{'PRON': 3, 'VERB': 2, 'ADP': 2, 'SCONJ': 1, 'DET': 2, 'NOUN': 2, 'PUNCT': 1}",1,0,0,0,0,2,3,0,2,0,2,0,2,0,1
3402,C'est délicieux de l'entrée jusqu'au dessert.,B1,cest délicieux de lentrée jusquau dessert,6,6.666666666666667,1.0,0,"{'PRON': 1, 'AUX': 1, 'ADJ': 1, 'ADP': 3, 'DET': 1, 'NOUN': 1, 'PROPN': 1, 'PUNCT': 1}",1,0,0,0,1,1,1,0,1,0,3,1,0,1,0
3403,J'ai perdu mon temps inutilement: je n'ai rien pu faire.,B1,jai perdre mon temps inutilement je ner rien pouvoir faire,10,4.7,1.0,0,"{'PRON': 3, 'AUX': 2, 'VERB': 3, 'DET': 1, 'NOUN': 1, 'ADV': 2, 'PUNCT': 2}",2,2,0,0,2,1,3,0,1,0,0,0,3,0,0
3404,"Ces activités plus ""saines"" procureront des récompenses peut-être parfois moins intenses au premier abord, mais souvent plus durables. Les effets bénéfiques d'un footing sur le physique et le moral peuvent perdurer plusieurs jours, alors que le plaisir de chatter sur les réseaux sociaux risque de s'éteindre avec l'ordinateur.",C2,ce activité plus saine procurer un récompense peutêtre parfois moins intense au premier abord mais souvent plus durable le effet bénéfique dun footing sur le physique et le moral pouvoir perdurer plusieurs jour alors que le plaisir de chatter sur le réseau social risque de séteindre avec lordinateur,48,5.833333333333333,0.8958333333333334,2,"{'DET': 10, 'NOUN': 12, 'ADV': 7, 'PUNCT': 6, 'VERB': 6, 'ADJ': 5, 'ADP': 7, 'CCONJ': 2, 'SCONJ': 1, 'PRON': 1}",6,7,2,0,0,10,1,0,12,0,7,5,6,0,1
3405,"Mais au fait, qu'est-ce que c'est le tourisme responsable ?",B1,mais au fait questce que cest le tourisme responsable,10,5.0,1.0,1,"{'CCONJ': 1, 'ADP': 1, 'NOUN': 2, 'PUNCT': 2, 'PRON': 3, 'AUX': 2, 'SCONJ': 1, 'DET': 1, 'ADJ': 1}",2,0,1,0,2,1,3,0,2,0,1,1,0,0,1
3406,"Quant au métier d'éditeur, s'il va connaître très probablement quelques turbulences, il ne risque pas de changer radicalement.",B2,quant au métier déditeur sil aller connaître très probablement quelque turbulence il ne risque pas de changer radicalement,18,6.055555555555555,1.0,2,"{'ADV': 6, 'ADP': 3, 'NOUN': 3, 'PUNCT': 3, 'SCONJ': 1, 'PRON': 2, 'VERB': 4, 'DET': 1}",3,6,0,0,0,1,2,0,3,0,3,0,4,0,1
3407,"La standardisation prochaine de la littérature numérique va probablement consacrer le grand retour du livre objet, mieux imprimé - et pourquoi pas enluminé? - au détriment du livre de poche qui, à moyen terme, semble déjà condamné.",B2,le standardisation prochain de le littérature numérique aller probablement consacrer le grand retour de livre objet mieux imprimer   et pourquoi pas enluminer   au détriment de livre de poche qui à moyen terme sembler déjà condamner,37,5.27027027027027,0.8918918918918919,3,"{'DET': 3, 'NOUN': 9, 'ADJ': 4, 'ADP': 6, 'VERB': 6, 'ADV': 5, 'PUNCT': 7, 'CCONJ': 1, 'PRON': 1}",7,5,1,0,0,3,1,0,9,0,6,4,6,0,0
3408,"Après l'éruption de 1754, la plus grosse connue par le volcan qui avait tué plus d'un millier de personnes, la municipalité de San Nicolas avait à l'époque déménagé sept kilomètres plus loin pour s'éloigner du volcan",B1,après léruption de 1754 le plus gros connaître par le volcan qui avoir tuer plus dun millier de personne le municipalité de san nicola avoir à lépoque déménager sept kilomètre plus loin pour séloigner de volcan,36,5.027777777777778,0.8055555555555556,2,"{'ADP': 9, 'DET': 6, 'NOUN': 8, 'NUM': 2, 'PUNCT': 2, 'ADV': 4, 'ADJ': 1, 'VERB': 4, 'PRON': 2, 'AUX': 2, 'PROPN': 2}",2,4,0,0,2,6,2,2,8,0,9,1,4,2,0
3409,"Chez les peuples protestants, il y a d'autant plus d'ardeur morale que l'Église établie est plus fortement battue en brèche par des sectes dissidentes.",C2,chez le peuple protestant il y avoir dauter plus dardeur moral que léglise établir être plus fortement battre en brèche par un secte dissident,24,5.333333333333333,0.9583333333333334,1,"{'ADP': 5, 'DET': 3, 'NOUN': 5, 'ADJ': 3, 'PUNCT': 2, 'PRON': 2, 'VERB': 3, 'ADV': 4, 'SCONJ': 1, 'AUX': 1}",2,4,0,0,1,3,2,0,5,0,5,3,3,0,1
3410,"Alors le directeur de l'information, raconte : ""Dans l'équipe de direction, j'étais le seul à défendre sa candidature.",B1,alors le directeur de linformation racont   dans léquipe de direction jéter le seul à défendre son candidature,18,5.611111111111111,0.8888888888888888,2,"{'ADV': 1, 'DET': 5, 'NOUN': 5, 'ADP': 4, 'PUNCT': 5, 'ADJ': 2, 'PRON': 1, 'VERB': 2}",5,1,0,0,0,5,1,0,5,0,4,2,2,0,0
3411,"Chacune des categories est correlée à une situation donnée et possède une organisation syllabique, temporelle et mélodique specifiques.",C2,chacun de categorie être correler à un situation donner et posséder un organisation syllabique temporel et mélodique specifique,18,6.555555555555555,0.8888888888888888,1,"{'PRON': 1, 'ADP': 2, 'NOUN': 3, 'AUX': 1, 'VERB': 3, 'DET': 2, 'CCONJ': 2, 'ADJ': 4, 'PUNCT': 2}",2,0,2,0,1,2,1,0,3,0,2,4,3,0,0
3412,Il fit quelques pas et vit un sapin.,A2,il faire quelque pas et voir un sapin,8,3.625,1.0,0,"{'PRON': 1, 'VERB': 2, 'DET': 2, 'NOUN': 2, 'CCONJ': 1, 'PUNCT': 1}",1,0,1,0,0,2,1,0,2,0,0,0,2,0,0
3413,"Ceux-là, ils sont pas en visioconférence à plusieurs mais ils sont face à d'autres personnes en one to one, et là on se voit encore plus",B1,ceuxlà il être pas en visioconférence à plusieurs mais il être face à dautre personne en one to one et là on se voir encore plus,26,4.269230769230769,0.8461538461538461,2,"{'PRON': 5, 'ADV': 5, 'PUNCT': 2, 'AUX': 1, 'ADP': 5, 'NOUN': 5, 'DET': 2, 'CCONJ': 2, 'VERB': 2, 'ADJ': 1}",2,5,2,0,1,2,5,0,5,0,5,1,2,0,0
3414,"Cependant, au vu de la grande inertie liée au développement urbain et aux cycles d'aménagement du territoire, cela n'affaiblit pas la validité de l'analyse.",C2,cependant au voir de le grand inertie lier au développement urbain et à cycle daménagement de territoire celer naffaiblit pas le validité de lanalyse,24,5.541666666666667,0.875,2,"{'ADV': 3, 'PUNCT': 3, 'ADP': 7, 'VERB': 3, 'DET': 3, 'ADJ': 2, 'NOUN': 7, 'CCONJ': 1, 'PRON': 1}",3,3,1,0,0,3,1,0,7,0,7,2,3,0,0
3415,Félix n'arrête pas de manger des bredele (des biscuits spéciaux d'ici). C'est vrai qu'ils sont très bons mais j'ai peur qu'il tombe malade.,B1,féli narrêt pas de manger de bredele de biscuit spécial dici cest vrai quil être très bon mais jer peur quil tombe malade,23,5.086956521739131,1.0,0,"{'PROPN': 1, 'ADV': 4, 'VERB': 5, 'ADP': 3, 'NOUN': 3, 'PUNCT': 4, 'DET': 1, 'ADJ': 4, 'PRON': 4, 'SCONJ': 2, 'AUX': 1, 'CCONJ': 1}",4,4,1,0,1,1,4,0,3,0,3,4,5,1,2
3416,"C'est sans doute parce qu'elles se figuraient les mérites esthétiques comme des objets matériels qu'un oeil ouvert ne peut faire autrement que de percevoir, sans avoir eu besoin d'en mûrir lentement des équivalents dans son propre coeur15.",C2,cest sans doute parce quel se figurer le mérite esthétique comme un objet matériel quun oeil ouvert ne pouvoir faire autrement que de percevoir sans avoir avoir besoin den mûrir lentement un équivalent dans son propre coeur15,37,5.486486486486487,0.9459459459459459,1,"{'PRON': 4, 'AUX': 2, 'ADP': 6, 'NOUN': 6, 'SCONJ': 4, 'VERB': 6, 'DET': 5, 'ADJ': 5, 'ADV': 3, 'PUNCT': 2}",2,3,0,0,2,5,4,0,6,0,6,5,6,0,4
3417,Vous reviendrez nous voir quand vous obtiendrez votre diplôme.,B1,vous revenir nous voir quand vous obtenir votre diplôme,9,6.0,1.0,0,"{'PRON': 3, 'VERB': 3, 'SCONJ': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,0,1,3,0,1,0,0,0,3,0,1
3418,"Côté intrigue, pas de fulgurance non plus, l'évolution des personnages et les rebondissements n'ont rien d'original.",B1,côté intrigu pas de fulgurance non plus lévolution de personnage et le rebondissement nont rien doriginal,16,6.3125,1.0,2,"{'NOUN': 6, 'ADJ': 1, 'PUNCT': 3, 'ADV': 4, 'DET': 3, 'ADP': 2, 'CCONJ': 1, 'VERB': 1, 'PRON': 1}",3,4,1,0,0,3,1,0,6,0,2,1,1,0,0
3419,Joseph Haydn a écrit au total 68 quatuors à cordes en plusieurs séries d'opus.,C1,joseph haydn avoir écrire au total 68 quatuor à corde en plusieurs série dopu,14,4.642857142857143,1.0,0,"{'PROPN': 2, 'AUX': 1, 'VERB': 1, 'ADP': 4, 'NOUN': 4, 'NUM': 1, 'ADV': 1, 'DET': 1, 'PUNCT': 1}",1,1,0,0,1,1,0,1,4,0,4,0,1,2,0
3420,Je vous saurais gré de bien vouloir me donner votre réponse dans les plus brefs délais,C2,je vous savoir gré de bien vouloir me donner votre réponse dans le plus bref délai,16,4.4375,1.0,0,"{'PRON': 3, 'VERB': 3, 'ADP': 3, 'ADV': 2, 'DET': 2, 'NOUN': 2, 'ADJ': 1}",0,2,0,0,0,2,3,0,2,0,3,1,3,0,0
3421,Ne lisez pas les messages incendiaires si vous voulez garder le moral!,B2,ne lire pas le message incendiaire si vous vouloir garder le moral,12,4.916666666666667,1.0,0,"{'ADV': 2, 'VERB': 3, 'DET': 2, 'NOUN': 2, 'ADJ': 1, 'SCONJ': 1, 'PRON': 1, 'PUNCT': 1}",1,2,0,0,0,2,1,0,2,0,0,1,3,0,1
3422,"Quand je finirai ce travail, je partirai en Floride. Je fuirai l'hiver et les grands froids.",B1,quand je finir ce travail je partir en floride je fuir lhiver et le grand froid,16,4.8125,0.9375,1,"{'SCONJ': 1, 'PRON': 3, 'VERB': 3, 'DET': 3, 'NOUN': 4, 'PUNCT': 3, 'ADP': 1, 'CCONJ': 1, 'ADJ': 1}",3,0,1,0,0,3,3,0,4,0,1,1,3,0,1
3423,Il goûta cette sauce aussitôt que tu la eus préparée.,C2,il goûter ce sauce aussitôt que tu le eu préparer,10,4.4,1.0,0,"{'PRON': 1, 'VERB': 2, 'DET': 2, 'NOUN': 2, 'ADV': 2, 'SCONJ': 1, 'PUNCT': 1}",1,2,0,0,0,2,1,0,2,0,0,0,2,0,1
3424,"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre, parce que la ville est très grande",A1,cest pratique pour aller dun centre commercial à un autre pour aller à lécole à le piscine au stade ou encore au théâtre parce que le ville être très grand,30,4.433333333333334,0.8,4,"{'PRON': 1, 'AUX': 2, 'VERB': 3, 'ADP': 8, 'DET': 5, 'NOUN': 7, 'ADJ': 2, 'PUNCT': 4, 'CCONJ': 1, 'ADV': 2, 'SCONJ': 2}",4,2,1,0,2,5,1,0,7,0,8,2,3,0,2
3425,"La seule personne qui le comprenne vraiment, c'est son grand-père, avec lequel il passe de longues heures à bricoler dans la petite maison du jardin.",A2,le seul personne qui le comprenn vraiment cest son grandpère avec lequel il passer de long heure à bricoler dans le petit maison de jardin,25,5.0,1.0,2,"{'DET': 4, 'ADJ': 4, 'NOUN': 4, 'PRON': 4, 'ADV': 1, 'PUNCT': 3, 'AUX': 1, 'ADP': 5, 'VERB': 2, 'PROPN': 1}",3,1,0,0,1,4,4,0,4,0,5,4,2,1,0
3426,Je vais à la gare.,A1,je aller à le gare,5,2.8,1.0,0,"{'PRON': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
3427,"Bon, mais ce qui compte c'est que l'école de Jules Ferry c'est une école qui a introduit de nouvelles valeurs pour l'époque, des valeurs qui fondent notre société aujourd'hui et qui sont directement héritées de l'esprit des grands philosophes.",A2,bon mais ce qui compte cest que lécole de jules ferry cest un école qui avoir introduire de nouveau valeur pour lépoque de valeur qui fondre notre société aujourdhui et qui être directement hériter de lesprit de grand philosophe,39,5.256410256410256,0.7948717948717948,2,"{'PROPN': 3, 'PUNCT': 3, 'CCONJ': 2, 'PRON': 7, 'NOUN': 9, 'VERB': 4, 'SCONJ': 1, 'DET': 6, 'ADP': 5, 'AUX': 3, 'ADJ': 2, 'ADV': 2}",3,2,2,0,3,6,7,0,9,0,5,2,4,3,1
3428,Il sait écrire son nom.,A2,il savoir écrir son nom,5,3.8,1.0,0,"{'PRON': 1, 'VERB': 1, 'ADJ': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
3429,"Le rouge, le jaune et le bleu sont les trois couleurs primaires.",A1,le rouge le jaune et le bleu être le trois couleur primaire,12,4.416666666666667,0.9166666666666666,1,"{'DET': 4, 'NOUN': 4, 'PUNCT': 2, 'CCONJ': 1, 'AUX': 1, 'NUM': 1, 'ADJ': 1}",2,0,1,0,1,4,0,1,4,0,0,1,0,0,0
3430,Les policiers font remarquer qu'ils n'ont pas attendu ces décisions pour se préoccuper des enfants qu'ils croisent tard dans la nuit.,B1,le policier faire remarquer quils nont pas attendre ce décision pour se préoccuper un enfant quil croiser tard dans le nuit,21,5.380952380952381,0.9523809523809523,0,"{'DET': 4, 'NOUN': 4, 'VERB': 5, 'SCONJ': 1, 'PRON': 4, 'ADV': 3, 'AUX': 1, 'ADP': 2, 'PUNCT': 1}",1,3,0,0,1,4,4,0,4,0,2,0,5,0,1
3431,Un service précieux qui a sans doute permis de sauver des vies,A2,un service précieux qui avoir sans doute permettre de sauver un vie,12,4.25,1.0,0,"{'DET': 2, 'NOUN': 3, 'ADJ': 1, 'PRON': 1, 'VERB': 3, 'ADP': 2}",0,0,0,0,0,2,1,0,3,0,2,1,3,0,0
3432,"Après cette tranquille soirée, les soupçons de Swann étaient calmés ; il bénissait Odette et le lendemain, dès le matin, il faisait envoyer chez elle les plus beaux bijoux, parce que ces bontés de la veille avaient excité ou sa gratitude, ou le désir de les voir se renouveler, ou un paroxysme d'amour qui avait besoin de se dépenser.",C2,après ce tranquille soirer le soupçon de swann être calmer   il bénir odett et le lendemain dès le matin il faire envoyer chez lui le plus beau bijou parce que ce bonté de le veille avoir excité ou son gratitude ou le désir de le voir se renouveler ou un paroxysme damour qui avoir besoin de se dépenser,59,4.677966101694915,0.8135593220338984,6,"{'ADP': 8, 'DET': 10, 'NOUN': 13, 'VERB': 9, 'PUNCT': 8, 'PROPN': 3, 'AUX': 2, 'PRON': 7, 'CCONJ': 4, 'ADV': 1, 'SCONJ': 2}",8,1,4,0,2,10,7,0,13,0,8,0,9,3,2
3433,La femme a finalement réussi à sortir du trou.,A2,le femme avoir finalement réussir à sortir de trou,9,4.222222222222222,1.0,0,"{'DET': 1, 'NOUN': 2, 'AUX': 1, 'ADV': 2, 'ADP': 2, 'VERB': 1, 'PUNCT': 1}",1,2,0,0,1,1,0,0,2,0,2,0,1,0,0
3434,Il faut du temps et du courage pour soigner toute cette ménagerie !,B1,il falloir de temps et de courage pour soigner tout ce ménagerie,13,4.3076923076923075,0.9230769230769231,0,"{'PRON': 1, 'VERB': 2, 'ADP': 3, 'NOUN': 3, 'CCONJ': 1, 'ADJ': 1, 'DET': 1, 'PUNCT': 1}",1,0,1,0,0,1,1,0,3,0,3,1,2,0,0
3435,Par degrés mes sentiments se réveillèrent.,C2,par degré mon sentiment se réveiller,6,6.166666666666667,1.0,0,"{'ADP': 1, 'NOUN': 2, 'DET': 1, 'PRON': 1, 'VERB': 1, 'PUNCT': 1}",1,0,0,0,0,1,1,0,2,0,1,0,1,0,0
3436,Le fait est méconnu mais l'Afrique a aussi un marché carbone qui valorise les efforts environnementaux des entreprises.,C1,le fait être méconnaître mais lafriqu avoir aussi un marché carbon qui valoriser le effort environnemental un entreprise,18,5.666666666666667,1.0,0,"{'DET': 5, 'NOUN': 4, 'AUX': 1, 'VERB': 3, 'CCONJ': 1, 'PROPN': 1, 'ADV': 1, 'ADJ': 2, 'PRON': 1, 'PUNCT': 1}",1,1,1,0,1,5,1,0,4,0,0,2,3,1,0
